Topic,SQA
49ers,0.12150594866974546
Amazon,0.10723707664884136
Beyonce,0.11889515931414979
Chicago,0.039865430106062257
Christmas,0.07920792079207921
Eagles,0.12098765432098765
Facebook,0.01496881496881497
Flu,0.12698412698412698
Graduation,0.12596006144393243
Grammys,0.028787878787878786
Iphone,0.03223443223443224
Kobe,0.04892922109076541
McDonalds,0.04001873614276715
NBA,0.0595205747475315
NYC,0.06996261370206287
Netflix,0.1293177649071011
Obama,0.0847954992822451
Paris,0.04225739049682712
Patriots,0.10202611821984924
Seahawks,0.07670250896057348
Superbowl,0.06565656565656566
Thanksgiving,0.12560386473429952
VMA,0.02991589481528798
WWE,0.06385198212748283
Xbox,0.0057231221326593
