Topic,SUPERT
49ers,0.5004206985512856
Amazon,0.4890069406915484
Beyonce,0.6341789111880699
Chicago,0.4938698381742661
Christmas,0.5122797008916897
Eagles,0.5625857437533854
Facebook,0.5832544108666737
Flu,0.3609644846972872
Graduation,0.5823068065795589
Grammys,0.49298419999407456
Iphone,0.5503133560976728
Kobe,0.5387511520796592
McDonalds,0.6210176819059311
NBA,0.5785934596048824
NYC,0.4281120213300218
Netflix,0.5898747078389218
Obama,0.4561083435366231
Paris,0.5588944533238588
Patriots,0.47779582091011996
Seahawks,0.4906107308626465
Superbowl,0.4090381084042899
Thanksgiving,0.6131195906980014
VMA,0.4660084947440554
WWE,0.5500578187943916
Xbox,0.6367464332050222
