Topic,BLANC-help,BLANC-tune
49ers,0.16862745098039217,0.11176470588235295
Amazon,0.15019762845849802,0.14624505928853754
Beyonce,0.17890772128060264,0.07344632768361582
Chicago,0.1346153846153846,0.08216783216783216
Christmas,0.14728682170542637,0.15310077519379844
Eagles,0.1634980988593156,0.1311787072243346
Facebook,0.09386973180076628,0.07854406130268199
Flu,0.07539682539682539,0.06547619047619048
Graduation,0.08712121212121213,0.13446969696969696
Grammys,0.2123015873015873,0.17261904761904762
Iphone,0.13878326996197718,0.12737642585551331
Kobe,0.1624087591240876,0.1478102189781022
McDonalds,0.14228456913827656,0.15430861723446893
NBA,0.0925589836660617,0.041742286751361164
NYC,0.09014675052410902,0.09643605870020965
Netflix,0.15459882583170254,0.12524461839530332
Obama,0.14519056261343014,0.132486388384755
Paris,0.15087719298245614,0.14912280701754385
Patriots,0.183206106870229,0.14122137404580154
Seahawks,0.14071294559099437,0.10694183864915573
Superbowl,0.15606936416184972,0.1329479768786127
Thanksgiving,0.11931818181818182,0.13257575757575757
VMA,0.12173913043478261,0.06521739130434782
WWE,0.15592515592515593,0.08731808731808732
Xbox,0.12922465208747516,0.14512922465208747
