Topic,coherence,consistency,fluency,overall
49ers,0.29132150025999987,0.648316082260677,0.6540222485163937,0.5312199436790235
Amazon,0.04904185933830348,0.48712058762765204,0.5656016313553882,0.36725469277378125
Beyonce,0.6247403858072021,0.5325107835177103,0.7775704036254684,0.6449405243167936
Chicago,0.5181572158488659,0.5324392231981397,0.6811321450242307,0.5772428613570787
Christmas,0.4155127013178338,0.5613381639909354,0.8147266755906231,0.5971925136331308
Eagles,0.48839461826529157,0.4635297631287503,0.7592244991849133,0.5703829601929851
Facebook,0.07950609165904102,0.3419963251736885,0.46239227930849186,0.2946315653804071
Flu,0.06706919522191616,0.22501801715291325,0.666909667734117,0.3196656267029821
Graduation,0.013556039532322928,0.32452771614336634,0.43911590859202515,0.2590665547559048
Grammys,0.1888375225754153,0.4690442329760648,0.7348026401857225,0.46422813191240087
Iphone,0.3436889707427926,0.1791555231074978,0.32582340682641847,0.28288930022556963
Kobe,0.631883933577982,0.3787176755704533,0.6265470719488059,0.5457162270324137
McDonalds,0.0981853699803491,0.2608553099042459,0.4000677793704893,0.2530361530850281
NBA,0.1803619664945291,0.44768395738155087,0.7216902991303585,0.4499120743354795
NYC,0.749645788897067,0.3714690702717325,0.7556356317970577,0.625583496988619
Netflix,0.10801108123242713,0.3322503510282617,0.5858101949666217,0.3420238757424368
Obama,0.022918811770506215,0.16997843787994033,0.2784374480695256,0.1571115659066574
Paris,0.019201599245903235,0.3357183639012709,0.6393907582367033,0.3314369071279592
Patriots,0.06747074536971623,0.34499710749590246,0.49025222591723017,0.3009066929276163
Seahawks,0.5672213840412678,0.3233485020848502,0.6991838512375852,0.5299179124545678
Superbowl,0.4924315801758613,0.6836327616680893,0.8281597865542493,0.6680747094660666
Thanksgiving,0.3632826670179393,0.3006658772945903,0.48698612690990695,0.3836448904074789
VMA,0.5996537417256121,0.6036711241792769,0.7977427295493946,0.6670225318180946
WWE,0.09445344687296016,0.30111436552853166,0.6468593200820633,0.34747571082785167
Xbox,0.24693049081897278,0.338492054027203,0.40242978976188815,0.32928411153602133
